Box01_48_03_04...New Logging Session...2016/6/21, 16:17:30, 
yyyy/mm/dd, hh:mm:ss, timeElapsed, TPM1, TPM2.5, TPM10, PM1, PM2.5, PM10, CO2, TempC, Humidity, NO, NO2, O3, CO2raw, workNO2, auxNO2, workO3, auxO3, labNO, labNO2, labO3, labCO2, labTPM25, labPM25
2016/6/21, 16:38:41, 1272, 8, 12, 12, 8, 12, 12, 446.62, 21.99, 60.54, 0.00, -84.60, 66.16, 228.44, 90.11, 93.24, 125.00, 93.24, 0.00, -84.60, 66.16, 446.62, 12.00, 12.00
2016/6/21, 16:39:41, 1333, 8, 11, 11, 8, 11, 11, 443.03, 22.01, 60.54, 0.00, -87.01, 69.78, 226.61, 90.09, 93.35, 124.93, 93.35, 0.00, -87.01, 69.78, 443.03, 11.00, 11.00
2016/6/21, 16:40:42, 1394, 8, 11, 12, 8, 11, 12, 439.38, 21.98, 60.79, 0.00, -87.70, 70.82, 224.74, 90.22, 93.52, 124.98, 93.52, 0.00, -87.70, 70.82, 439.38, 11.00, 11.00
2016/6/21, 16:41:42, 1454, 9, 11, 12, 9, 11, 12, 446.62, 21.97, 60.83, 0.00, -83.92, 70.33, 228.44, 90.17, 93.26, 124.93, 93.26, 0.00, -83.92, 70.33, 446.62, 11.00, 11.00
2016/6/21, 16:42:43, 1514, 9, 12, 14, 9, 12, 14, 436.70, 21.96, 60.76, 0.00, -88.04, 70.03, 223.37, 90.02, 93.33, 124.94, 93.33, 0.00, -88.04, 70.03, 436.70, 12.00, 12.00
2016/6/21, 16:43:43, 1575, 8, 11, 12, 8, 11, 12, 431.88, 21.95, 60.87, 0.00, -87.01, 69.00, 220.91, 90.09, 93.35, 125.02, 93.35, 0.00, -87.01, 69.00, 431.88, 11.00, 11.00
2016/6/21, 16:44:44, 1635, 8, 10, 12, 8, 10, 12, 428.77, 21.95, 60.89, 0.00, -84.95, 71.36, 219.31, 90.09, 93.24, 124.96, 93.24, 0.00, -84.95, 71.36, 428.77, 10.00, 10.00
2016/6/21, 16:45:44, 1696, 8, 10, 10, 8, 10, 10, 433.73, 21.98, 60.81, 0.00, -83.92, 71.63, 221.85, 90.30, 93.39, 125.06, 93.39, 0.00, -83.92, 71.63, 433.73, 10.00, 10.00
2016/6/21, 16:46:45, 1757, 9, 12, 13, 9, 12, 13, 434.42, 21.98, 60.64, 0.00, -85.63, 73.95, 222.20, 90.09, 93.28, 125.02, 93.28, 0.00, -85.63, 73.95, 434.42, 12.00, 12.00
2016/6/21, 16:47:46, 1817, 9, 12, 12, 9, 12, 12, 434.23, 21.99, 60.59, 0.00, -83.57, 72.93, 222.11, 90.11, 93.19, 125.02, 93.19, 0.00, -83.57, 72.93, 434.23, 12.00, 12.00
2016/6/21, 16:48:46, 1877, 8, 10, 11, 8, 10, 11, 420.88, 21.97, 60.36, 0.00, -82.20, 69.82, 215.28, 90.15, 93.15, 125.06, 93.15, 0.00, -82.20, 69.82, 420.88, 10.00, 10.00
2016/6/21, 16:49:46, 1938, 8, 11, 14, 8, 11, 14, 429.09, 21.94, 60.55, 0.00, -80.82, 68.53, 219.48, 90.28, 93.20, 125.02, 93.20, 0.00, -80.82, 68.53, 429.09, 11.00, 11.00
2016/6/21, 16:50:47, 1998, 8, 9, 9, 8, 9, 9, 429.71, 21.91, 60.67, 0.00, -84.26, 70.07, 219.80, 90.17, 93.28, 125.07, 93.28, 0.00, -84.26, 70.07, 429.71, 9.00, 9.00
2016/6/21, 16:51:47, 2059, 8, 12, 12, 8, 12, 12, 430.40, 21.92, 60.69, 0.00, -85.29, 72.66, 220.15, 90.11, 93.28, 125.00, 93.28, 0.00, -85.29, 72.66, 430.40, 12.00, 12.00
2016/6/21, 16:52:48, 2119, 10, 13, 13, 10, 13, 13, 431.66, 21.91, 60.74, 0.00, -84.26, 72.93, 220.80, 90.19, 93.30, 125.06, 93.30, 0.00, -84.26, 72.93, 431.66, 13.00, 13.00
2016/6/21, 16:53:49, 2180, 9, 12, 12, 9, 12, 12, 434.31, 21.92, 60.68, 0.00, -81.51, 75.81, 222.15, 90.24, 93.20, 124.96, 93.20, 0.00, -81.51, 75.81, 434.31, 12.00, 12.00
2016/6/21, 16:54:49, 2241, 8, 10, 11, 8, 10, 11, 434.56, 21.95, 60.52, 0.00, -86.32, 78.11, 222.28, 90.06, 93.28, 125.04, 93.28, 0.00, -86.32, 78.11, 434.56, 10.00, 10.00
2016/6/21, 16:55:50, 2301, 9, 12, 12, 9, 12, 12, 437.71, 21.93, 60.57, 0.00, -85.29, 76.82, 223.89, 90.06, 93.22, 125.04, 93.22, 0.00, -85.29, 76.82, 437.71, 12.00, 12.00
2016/6/21, 16:56:50, 2362, 9, 12, 12, 9, 12, 12, 430.25, 21.91, 60.61, 0.00, -84.26, 75.27, 220.07, 90.07, 93.19, 125.09, 93.19, 0.00, -84.26, 75.27, 430.25, 12.00, 12.00
2016/6/21, 16:57:52, 2423, 9, 11, 11, 9, 11, 11, 434.71, 21.94, 60.57, 0.00, -80.13, 73.74, 222.35, 90.24, 93.13, 125.11, 93.13, 0.00, -80.13, 73.74, 434.71, 11.00, 11.00
2016/6/21, 16:58:52, 2484, 9, 11, 11, 9, 11, 11, 434.16, 21.96, 60.41, 0.00, -80.82, 73.47, 222.07, 90.22, 93.15, 125.11, 93.15, 0.00, -80.82, 73.47, 434.16, 11.00, 11.00
2016/6/21, 16:59:52, 2544, 8, 11, 12, 8, 11, 12, 434.27, 21.94, 60.48, 0.00, -83.57, 75.27, 222.13, 90.09, 93.17, 125.04, 93.17, 0.00, -83.57, 75.27, 434.27, 11.00, 11.00
2016/6/21, 17:0:53, 2604, 7, 9, 13, 7, 9, 13, 437.71, 21.90, 60.64, 0.00, -79.10, 72.19, 223.89, 90.37, 93.20, 125.02, 93.20, 0.00, -79.10, 72.19, 437.71, 9.00, 9.00
2016/6/21, 17:1:53, 2664, 9, 12, 13, 9, 12, 13, 443.29, 21.92, 60.53, 0.00, -79.79, 73.74, 226.74, 90.24, 93.11, 125.06, 93.11, 0.00, -79.79, 73.74, 443.29, 12.00, 12.00
2016/6/21, 17:2:53, 2725, 8, 10, 11, 8, 10, 11, 433.44, 21.91, 60.45, 0.00, -77.73, 76.88, 221.70, 90.19, 92.94, 125.09, 92.94, 0.00, -77.73, 76.88, 433.44, 10.00, 10.00
2016/6/21, 17:3:54, 2785, 8, 10, 10, 8, 10, 10, 444.83, 21.88, 60.10, 0.00, -80.80, 76.03, 227.53, 90.11, 93.04, 125.08, 93.04, 0.00, -80.80, 76.03, 444.83, 10.00, 10.00
2016/6/21, 17:4:54, 2846, 9, 12, 14, 9, 12, 14, 435.07, 21.88, 60.56, 0.00, -82.88, 72.16, 222.54, 90.19, 93.22, 124.94, 93.22, 0.00, -82.88, 72.16, 435.07, 12.00, 12.00
2016/6/21, 17:5:55, 2907, 9, 12, 13, 9, 12, 13, 430.32, 21.86, 60.98, 0.00, -83.92, 71.11, 220.11, 90.17, 93.26, 125.07, 93.26, 0.00, -83.92, 71.11, 430.32, 12.00, 12.00
2016/6/21, 17:6:56, 2967, 9, 12, 13, 9, 12, 13, 426.05, 21.83, 61.10, 0.00, -83.57, 71.63, 217.93, 90.15, 93.22, 125.04, 93.22, 0.00, -83.57, 71.63, 426.05, 12.00, 12.00
2016/6/21, 17:7:56, 3027, 9, 11, 12, 9, 11, 12, 422.61, 21.74, 61.08, 0.00, -79.79, 67.24, 216.17, 90.22, 93.09, 124.96, 93.09, 0.00, -79.79, 67.24, 422.61, 11.00, 11.00
2016/6/21, 17:8:56, 3088, 8, 10, 13, 8, 10, 13, 424.97, 21.55, 60.46, 0.00, -73.95, 70.15, 217.37, 90.02, 92.57, 124.87, 92.57, 0.00, -73.95, 70.15, 424.97, 10.00, 10.00
2016/6/21, 17:9:57, 3149, 8, 9, 11, 8, 9, 11, 410.74, 21.50, 60.20, 0.00, -78.76, 70.37, 210.09, 89.93, 92.74, 124.87, 92.74, 0.00, -78.76, 70.37, 410.74, 9.00, 9.00
2016/6/21, 17:10:57, 3209, 9, 10, 11, 9, 10, 11, 403.82, 21.62, 60.54, 0.00, -80.82, 68.53, 206.56, 90.07, 93.00, 124.98, 93.00, 0.00, -80.82, 68.53, 403.82, 10.00, 10.00
2016/6/21, 17:11:58, 3269, 8, 11, 12, 8, 11, 12, 420.88, 21.72, 60.50, 0.00, -82.88, 68.26, 215.28, 90.04, 93.07, 125.06, 93.07, 0.00, -82.88, 68.26, 420.88, 11.00, 11.00
2016/6/21, 17:12:58, 3330, 8, 10, 10, 8, 10, 10, 413.74, 21.75, 60.58, 0.00, -82.20, 68.26, 211.63, 90.19, 93.19, 125.00, 93.19, 0.00, -82.20, 68.26, 413.74, 10.00, 10.00
2016/6/21, 17:13:59, 3391, 9, 13, 13, 9, 13, 13, 416.57, 21.78, 60.60, 0.00, -84.26, 70.85, 213.07, 90.07, 93.19, 125.13, 93.19, 0.00, -84.26, 70.85, 416.57, 13.00, 13.00
2016/6/21, 17:15:0, 3451, 8, 10, 12, 8, 10, 12, 399.44, 21.78, 60.74, 0.00, -81.17, 66.19, 204.31, 90.30, 93.24, 125.06, 93.24, 0.00, -81.17, 66.19, 399.44, 10.00, 10.00
2016/6/21, 17:16:0, 3512, 9, 12, 13, 9, 12, 13, 417.44, 21.77, 60.88, 0.00, -80.82, 65.41, 213.52, 90.24, 93.17, 125.07, 93.17, 0.00, -80.82, 65.41, 417.44, 12.00, 12.00
2016/6/21, 17:17:1, 3573, 8, 11, 11, 8, 11, 11, 399.91, 21.85, 60.70, 0.00, -79.79, 78.68, 204.56, 90.26, 93.13, 125.07, 93.13, 0.00, -79.79, 78.68, 399.91, 11.00, 11.00
2016/6/21, 17:18:1, 3633, 9, 11, 12, 9, 11, 12, 389.34, 22.08, 59.85, 0.00, -77.73, 80.52, 199.15, 90.20, 92.96, 125.22, 92.96, 0.00, -77.73, 80.52, 389.34, 11.00, 11.00
2016/6/21, 17:19:2, 3693, 7, 9, 10, 7, 9, 10, 392.71, 22.23, 59.14, 0.00, -85.29, 76.04, 200.87, 90.35, 93.52, 125.37, 93.52, 0.00, -85.29, 76.04, 392.71, 9.00, 9.00
2016/6/21, 17:20:3, 3754, 7, 10, 10, 7, 10, 10, 390.46, 22.16, 59.54, 0.00, -80.13, 75.04, 199.72, 90.43, 93.31, 125.46, 93.31, 0.00, -80.13, 75.04, 390.46, 10.00, 10.00
2016/6/21, 17:21:3, 3815, 8, 11, 15, 8, 11, 15, 391.62, 22.01, 60.13, 0.00, -79.10, 72.19, 200.31, 90.30, 93.13, 125.13, 93.13, 0.00, -79.10, 72.19, 391.62, 11.00, 11.00
2016/6/21, 17:22:3, 3875, 8, 12, 12, 8, 12, 12, 388.47, 21.92, 60.49, 0.00, -82.54, 72.16, 198.70, 90.22, 93.24, 125.15, 93.24, 0.00, -82.54, 72.16, 388.47, 12.00, 12.00
2016/6/21, 17:23:4, 3936, 8, 11, 11, 8, 11, 11, 389.27, 21.87, 60.69, 0.00, -80.82, 70.09, 199.11, 90.13, 93.06, 125.04, 93.06, 0.00, -80.82, 70.09, 389.27, 11.00, 11.00
2016/6/21, 17:24:4, 3996, 8, 10, 11, 8, 10, 11, 391.22, 21.82, 60.85, 0.00, -81.51, 70.87, 200.11, 90.07, 93.04, 125.00, 93.04, 0.00, -81.51, 70.87, 391.22, 10.00, 10.00
2016/6/21, 17:25:5, 4056, 8, 11, 11, 8, 11, 11, 387.13, 21.79, 60.91, 0.00, -81.51, 70.61, 198.02, 90.13, 93.09, 125.02, 93.09, 0.00, -81.51, 70.61, 387.13, 11.00, 11.00
2016/6/21, 17:26:6, 4118, 8, 11, 11, 8, 11, 11, 388.26, 21.78, 60.97, 0.00, -79.10, 67.51, 198.59, 90.20, 93.04, 125.09, 93.04, 0.00, -79.10, 67.51, 388.26, 11.00, 11.00
2016/6/21, 17:27:6, 4178, 7, 10, 10, 7, 10, 10, 391.62, 21.78, 60.93, 0.00, -80.48, 65.94, 200.31, 90.20, 93.11, 124.96, 93.11, 0.00, -80.48, 65.94, 391.62, 10.00, 10.00
2016/6/21, 17:28:7, 4238, 8, 10, 11, 8, 10, 11, 397.99, 21.74, 60.96, 0.00, -81.51, 68.01, 203.57, 90.11, 93.07, 125.02, 93.07, 0.00, -81.51, 68.01, 397.99, 10.00, 10.00
2016/6/21, 17:29:7, 4298, 8, 11, 12, 8, 11, 12, 397.56, 21.73, 60.81, 0.00, -80.48, 70.88, 203.35, 90.02, 92.93, 125.07, 92.93, 0.00, -80.48, 70.88, 397.56, 11.00, 11.00
2016/6/21, 17:30:7, 4359, 8, 10, 11, 8, 10, 11, 404.87, 21.73, 60.39, 0.00, -78.42, 70.12, 207.09, 90.20, 93.00, 124.94, 93.00, 0.00, -78.42, 70.12, 404.87, 10.00, 10.00
2016/6/21, 17:31:8, 4420, 8, 10, 11, 8, 10, 11, 405.45, 21.69, 60.32, 0.00, -81.17, 73.99, 207.39, 90.00, 92.94, 124.94, 92.94, 0.00, -81.17, 73.99, 405.45, 10.00, 10.00
2016/6/21, 17:32:9, 4480, 9, 12, 14, 9, 12, 14, 423.99, 21.70, 60.10, 0.00, -79.10, 73.49, 216.87, 90.09, 92.93, 125.06, 92.93, 0.00, -79.10, 73.49, 423.99, 12.00, 12.00
2016/6/21, 17:33:9, 4541, 8, 10, 10, 8, 10, 10, 429.89, 21.70, 59.69, 0.00, -77.04, 73.77, 219.89, 90.15, 92.87, 125.00, 92.87, 0.00, -77.04, 73.77, 429.89, 10.00, 10.00
2016/6/21, 17:34:10, 4602, 8, 11, 11, 8, 11, 11, 437.20, 21.71, 59.77, 0.00, -77.04, 71.95, 223.63, 90.35, 93.07, 125.04, 93.07, 0.00, -77.04, 71.95, 437.20, 11.00, 11.00
2016/6/21, 17:35:10, 4662, 8, 9, 9, 8, 9, 9, 430.94, 21.69, 60.05, 0.00, -81.51, 72.43, 220.43, 90.09, 93.06, 125.07, 93.06, 0.00, -81.51, 72.43, 430.94, 9.00, 9.00
2016/6/21, 17:36:11, 4722, 7, 9, 9, 7, 9, 9, 430.80, 21.67, 60.30, 0.00, -79.79, 66.98, 220.35, 90.11, 92.98, 125.04, 92.98, 0.00, -79.79, 66.98, 430.80, 9.00, 9.00
2016/6/21, 17:37:11, 4782, 8, 10, 11, 8, 10, 11, 420.44, 21.68, 60.43, 0.00, -78.76, 67.51, 215.06, 90.28, 93.09, 125.04, 93.09, 0.00, -78.76, 67.51, 420.44, 10.00, 10.00
2016/6/21, 17:38:11, 4843, 7, 10, 11, 7, 10, 11, 411.32, 21.66, 60.56, 0.00, -83.23, 67.47, 210.39, 90.15, 93.20, 125.04, 93.20, 0.00, -83.23, 67.47, 411.32, 10.00, 10.00
2016/6/21, 17:39:12, 4903, 8, 11, 12, 8, 11, 12, 394.30, 21.65, 60.63, 0.00, -78.76, 66.73, 201.69, 90.26, 93.07, 125.02, 93.07, 0.00, -78.76, 66.73, 394.30, 11.00, 11.00
2016/6/21, 17:40:12, 4963, 8, 11, 12, 8, 11, 12, 402.70, 21.65, 60.62, 0.00, -85.63, 69.79, 205.98, 89.96, 93.15, 125.04, 93.15, 0.00, -85.63, 69.79, 402.70, 11.00, 11.00
2016/6/21, 17:41:12, 5024, 8, 11, 12, 8, 11, 12, 402.59, 21.67, 60.63, 0.00, -82.54, 66.70, 205.93, 90.09, 93.11, 124.98, 93.11, 0.00, -82.54, 66.70, 402.59, 11.00, 11.00
2016/6/21, 17:42:12, 5084, 8, 10, 12, 8, 10, 12, 413.49, 21.66, 60.68, 0.00, -80.48, 65.16, 211.50, 90.13, 93.04, 125.04, 93.04, 0.00, -80.48, 65.16, 413.49, 10.00, 10.00
2016/6/21, 17:43:13, 5145, 9, 12, 13, 9, 12, 13, 412.19, 21.67, 60.72, 0.00, -83.23, 67.21, 210.83, 90.06, 93.11, 124.96, 93.11, 0.00, -83.23, 67.21, 412.19, 12.00, 12.00
2016/6/21, 17:44:14, 5205, 8, 12, 13, 8, 12, 13, 398.39, 21.67, 60.81, 0.00, -80.13, 63.34, 203.78, 90.24, 93.13, 124.96, 93.13, 0.00, -80.13, 63.34, 398.39, 12.00, 12.00
2016/6/21, 17:45:14, 5266, 9, 12, 13, 9, 12, 13, 404.55, 21.66, 60.95, 0.00, -85.63, 67.71, 206.93, 90.06, 93.24, 124.98, 93.24, 0.00, -85.63, 67.71, 404.55, 12.00, 12.00
2016/6/21, 17:46:15, 5326, 8, 10, 13, 8, 10, 13, 402.59, 21.66, 61.10, 0.00, -81.85, 66.19, 205.93, 90.28, 93.26, 125.07, 93.26, 0.00, -81.85, 66.19, 402.59, 10.00, 10.00
2016/6/21, 17:47:15, 5387, 9, 12, 12, 9, 12, 12, 396.98, 21.64, 61.03, 0.00, -83.57, 68.51, 203.06, 90.07, 93.15, 125.02, 93.15, 0.00, -83.57, 68.51, 396.98, 12.00, 12.00
2016/6/21, 17:48:16, 5447, 8, 10, 11, 8, 10, 11, 393.98, 21.64, 61.04, 0.00, -82.54, 65.40, 201.52, 90.13, 93.15, 124.96, 93.15, 0.00, -82.54, 65.40, 393.98, 10.00, 10.00
2016/6/21, 17:49:16, 5508, 9, 12, 13, 9, 12, 13, 396.47, 21.64, 61.03, 0.00, -82.90, 67.00, 202.79, 90.15, 93.19, 124.96, 93.19, 0.00, -82.90, 67.00, 396.47, 12.00, 12.00
2016/6/21, 17:50:16, 5568, 8, 11, 11, 8, 11, 11, 388.69, 21.64, 61.02, 0.00, -83.92, 65.91, 198.81, 90.06, 93.15, 124.98, 93.15, 0.00, -83.92, 65.91, 388.69, 11.00, 11.00
2016/6/21, 17:51:16, 5628, 7, 9, 11, 7, 9, 11, 403.82, 21.63, 61.09, 0.00, -83.92, 66.69, 206.56, 90.17, 93.26, 125.09, 93.26, 0.00, -83.92, 66.69, 403.82, 9.00, 9.00
2016/6/21, 17:52:16, 5688, 8, 12, 13, 8, 12, 13, 405.31, 21.62, 61.10, 0.00, -81.85, 66.97, 207.31, 90.26, 93.24, 125.06, 93.24, 0.00, -81.85, 66.97, 405.31, 12.00, 12.00
2016/6/21, 17:53:17, 5749, 8, 11, 11, 8, 11, 11, 391.41, 21.62, 61.04, 0.00, -80.82, 64.11, 200.20, 90.24, 93.17, 125.09, 93.17, 0.00, -80.82, 64.11, 391.41, 11.00, 11.00
2016/6/21, 17:54:18, 5809, 8, 11, 11, 8, 11, 11, 391.91, 21.60, 61.09, 0.00, -84.95, 67.98, 200.46, 90.07, 93.22, 125.09, 93.22, 0.00, -84.95, 67.98, 391.91, 11.00, 11.00
2016/6/21, 17:55:18, 5869, 9, 11, 12, 9, 11, 12, 386.12, 21.58, 61.11, 0.00, -81.51, 64.37, 197.50, 90.20, 93.17, 124.96, 93.17, 0.00, -81.51, 64.37, 386.12, 11.00, 11.00
2016/6/21, 17:56:18, 5930, 9, 11, 12, 9, 11, 12, 397.99, 21.58, 61.06, 0.00, -84.95, 66.68, 203.57, 90.11, 93.26, 125.07, 93.26, 0.00, -84.95, 66.68, 397.99, 11.00, 11.00
2016/6/21, 17:57:19, 5991, 8, 11, 12, 8, 11, 12, 396.26, 21.58, 61.06, 0.00, -83.23, 65.91, 202.69, 90.09, 93.15, 124.98, 93.15, 0.00, -83.23, 65.91, 396.26, 11.00, 11.00
2016/6/21, 17:58:20, 6051, 9, 11, 13, 9, 11, 13, 396.80, 21.59, 61.01, 0.00, -82.54, 64.88, 202.96, 90.13, 93.15, 124.96, 93.15, 0.00, -82.54, 64.88, 396.80, 11.00, 11.00
2016/6/21, 17:59:20, 6112, 9, 11, 13, 9, 11, 13, 394.27, 21.59, 60.98, 0.00, -82.88, 66.96, 201.67, 90.22, 93.26, 125.09, 93.26, 0.00, -82.88, 66.96, 394.27, 11.00, 11.00
2016/6/21, 18:0:20, 6172, 8, 11, 12, 8, 11, 12, 388.73, 21.56, 61.07, 0.00, -79.10, 62.31, 198.83, 90.22, 93.06, 124.96, 93.06, 0.00, -79.10, 62.31, 388.73, 11.00, 11.00
2016/6/21, 18:1:21, 6233, 8, 10, 10, 8, 10, 10, 402.30, 21.54, 61.12, 0.00, -82.54, 65.14, 205.78, 90.07, 93.09, 125.04, 93.09, 0.00, -82.54, 65.14, 402.30, 10.00, 10.00
2016/6/21, 18:2:21, 6293, 8, 10, 11, 8, 10, 11, 407.84, 21.56, 61.04, 0.00, -81.17, 63.85, 208.61, 90.15, 93.09, 124.96, 93.09, 0.00, -81.17, 63.85, 407.84, 10.00, 10.00
2016/6/21, 18:3:22, 6353, 8, 10, 11, 8, 10, 11, 396.80, 21.55, 61.06, 0.00, -79.10, 63.61, 202.96, 90.30, 93.13, 125.06, 93.13, 0.00, -79.10, 63.61, 396.80, 10.00, 10.00
2016/6/21, 18:4:23, 6414, 8, 11, 12, 8, 11, 12, 385.21, 21.57, 60.92, 0.00, -81.51, 65.41, 197.04, 90.20, 93.17, 125.04, 93.17, 0.00, -81.51, 65.41, 385.21, 11.00, 11.00
2016/6/21, 18:5:23, 6475, 8, 11, 11, 8, 11, 11, 385.87, 21.56, 60.88, 0.00, -81.51, 64.37, 197.37, 90.15, 93.11, 124.98, 93.11, 0.00, -81.51, 64.37, 385.87, 11.00, 11.00
2016/6/21, 18:6:23, 6535, 8, 10, 11, 8, 10, 11, 388.26, 21.53, 60.99, 0.00, -80.82, 62.55, 198.59, 90.20, 93.13, 125.09, 93.13, 0.00, -80.82, 62.55, 388.26, 10.00, 10.00
2016/6/21, 18:7:23, 6595, 8, 10, 13, 8, 10, 13, 402.85, 21.54, 60.98, 0.00, -82.54, 64.10, 206.06, 90.13, 93.15, 125.00, 93.15, 0.00, -82.54, 64.10, 402.85, 10.00, 10.00
2016/6/21, 18:8:24, 6656, 7, 11, 12, 7, 11, 12, 393.90, 21.54, 61.00, 0.00, -84.26, 66.43, 201.48, 90.06, 93.17, 125.04, 93.17, 0.00, -84.26, 66.43, 393.90, 11.00, 11.00
2016/6/21, 18:9:25, 6716, 9, 11, 12, 9, 11, 12, 394.52, 21.53, 60.91, 0.00, -81.85, 64.63, 201.80, 90.20, 93.19, 125.04, 93.19, 0.00, -81.85, 64.63, 394.52, 11.00, 11.00
2016/6/21, 18:10:25, 6777, 8, 11, 12, 8, 11, 12, 380.22, 21.52, 60.89, 0.00, -83.23, 65.39, 194.48, 90.13, 93.19, 125.04, 93.19, 0.00, -83.23, 65.39, 380.22, 11.00, 11.00
2016/6/21, 18:11:26, 6838, 8, 11, 11, 8, 11, 11, 396.73, 21.52, 60.91, 0.00, -82.88, 64.36, 202.93, 90.19, 93.22, 125.06, 93.22, 0.00, -82.88, 64.36, 396.73, 11.00, 11.00
