...New Logging Session...2000/1/1, 0:1:6, 
yyyy/mm/dd, hh:mm:ss, timeElapsed, TPM1, TPM2.5, TPM10, PM1, PM2.5, PM10, CO2, TempC, Humidity, NO, NO2, O3, CO2raw, workNO2, auxNO2, workO3, auxO3, labNO, labNO2, labO3, labCO2, labTPM25, labPM25
2000/1/1, 0:2:8, 64, 2, 4, 7, 2, 4, 7, 1172.08, 21.97, 57.93, 0.00, 463.04, 2138.39, 599.52, 219.43, 175.52, 265.09, 175.52, 0.00, 463.04, 2138.39, 1172.08, 4.00, 4.00
2000/1/1, 0:3:8, 124, 1, 3, 5, 1, 3, 5, 1165.02, 21.74, 58.36, 0.00, 504.99, 1878.64, 1206.74, 453.23, 360.68, 528.51, 360.68, 0.00, 504.99, 1878.64, 1165.02, 3.00, 3.00
2000/1/1, 0:4:8, 184, 2, 3, 4, 2, 3, 4, 1133.88, 21.62, 58.71, 0.00, 565.21, 1974.47, 1786.72, 678.04, 532.08, 789.38, 532.08, 0.00, 565.21, 1974.47, 1133.88, 3.00, 3.00
...New Logging Session...2000/1/1, 0:4:37, 
yyyy/mm/dd, hh:mm:ss, timeElapsed, TPM1, TPM2.5, TPM10, PM1, PM2.5, PM10, CO2, TempC, Humidity, NO, NO2, O3, CO2raw, workNO2, auxNO2, workO3, auxO3, labNO, labNO2, labO3, labCO2, labTPM25, labPM25
2000/1/1, 0:5:38, 64, 2, 3, 5, 2, 3, 5, 1127.73, 21.50, 59.15, 0.00, 432.40, 1693.87, 576.83, 271.15, 230.09, 311.63, 230.09, 0.00, 432.40, 1693.87, 1127.73, 3.00, 3.00
2000/1/1, 0:6:39, 124, 2, 4, 4, 2, 4, 4, 1128.98, 21.49, 59.18, 0.00, 464.85, 1658.58, 1165.19, 548.79, 462.89, 628.66, 462.89, 0.00, 464.85, 1658.58, 1128.98, 4.00, 4.00
2000/1/1, 0:7:39, 184, 2, 4, 6, 2, 4, 6, 1119.83, 21.57, 58.94, 0.00, 58.95, 2542.29, 1737.98, 780.70, 688.49, 942.43, 688.49, 0.00, 58.95, 2542.29, 1119.83, 4.00, 4.00
2000/1/1, 0:8:39, 244, 1, 2, 3, 1, 2, 3, 1131.15, 21.52, 58.99, 0.00, 7.45, 2359.67, 2316.57, 1010.32, 916.60, 1256.21, 916.60, 0.00, 7.45, 2359.67, 1131.15, 2.00, 2.00
2000/1/1, 0:9:39, 304, 1, 2, 4, 1, 2, 4, 1139.01, 21.50, 59.06, 0.00, -6.14, 2447.51, 2899.17, 1240.74, 1146.77, 1562.30, 1146.77, 0.00, -6.14, 2447.51, 1139.01, 2.00, 2.00
...New Logging Session...2000/1/1, 0:11:43, 
yyyy/mm/dd, hh:mm:ss, timeElapsed, TPM1, TPM2.5, TPM10, PM1, PM2.5, PM10, CO2, TempC, Humidity, NO, NO2, O3, CO2raw, workNO2, auxNO2, workO3, auxO3, labNO, labNO2, labO3, labCO2, labTPM25, labPM25
2000/1/1, 0:12:45, 64, 1, 2, 2, 1, 2, 2, 1048.73, 21.49, 59.34, 0.00, 127.94, 2183.25, 536.43, 203.70, 190.98, 274.61, 190.98, 0.00, 127.94, 2183.25, 1048.73, 2.00, 2.00
...New Logging Session...2000/1/1, 0:13:19, 
yyyy/mm/dd, hh:mm:ss, timeElapsed, TPM1, TPM2.5, TPM10, PM1, PM2.5, PM10, CO2, TempC, Humidity, NO, NO2, O3, CO2raw, workNO2, auxNO2, workO3, auxO3, labNO, labNO2, labO3, labCO2, labTPM25, labPM25
2000/1/1, 0:14:21, 64, 1, 3, 3, 1, 3, 3, 1085.66, 21.53, 58.89, 0.00, 36.80, 2522.70, 555.31, 182.50, 178.26, 259.76, 178.26, 0.00, 36.80, 2522.70, 1085.66, 3.00, 3.00
...New Logging Session...2000/1/1, 0:16:13, 
yyyy/mm/dd, hh:mm:ss, timeElapsed, TPM1, TPM2.5, TPM10, PM1, PM2.5, PM10, CO2, TempC, Humidity, NO, NO2, O3, CO2raw, workNO2, auxNO2, workO3, auxO3, labNO, labNO2, labO3, labCO2, labTPM25, labPM25
2000/1/1, 0:17:14, 63, 2, 4, 4, 2, 4, 4, 1089.58, 21.43, 59.48, 0.00, 144.10, 1826.94, 557.32, 223.43, 209.21, 286.75, 209.21, 0.00, 144.10, 1826.94, 1089.58, 4.00, 4.00
2000/1/1, 0:18:15, 124, 1, 2, 4, 1, 2, 4, 1085.04, 21.37, 59.52, 0.00, 62.67, 2170.39, 1102.00, 430.31, 409.70, 565.33, 409.70, 0.00, 62.67, 2170.39, 1085.04, 2.00, 2.00
2000/1/1, 0:19:16, 184, 2, 3, 4, 2, 3, 4, 1076.10, 21.46, 59.17, 0.00, -72.65, 2572.01, 1652.43, 640.46, 625.80, 866.81, 625.80, 0.00, -72.65, 2572.01, 1076.10, 3.00, 3.00
2000/1/1, 0:20:16, 245, 1, 3, 3, 1, 3, 3, 1090.51, 21.39, 59.29, 0.00, 73.81, 2132.42, 2210.22, 855.74, 833.39, 1156.91, 833.39, 0.00, 73.81, 2132.42, 1090.51, 3.00, 3.00
2000/1/1, 0:21:17, 305, 3, 5, 6, 3, 5, 6, 1110.24, 21.40, 59.40, 0.00, 69.43, 2119.78, 2778.11, 1074.50, 1044.87, 1446.09, 1044.87, 0.00, 69.43, 2119.78, 1110.24, 5.00, 5.00
2000/1/1, 0:22:17, 366, 7, 12, 15, 7, 12, 15, 1088.12, 21.56, 59.35, 0.00, 144.65, 1987.33, 3334.69, 1293.07, 1249.17, 1731.65, 1249.17, 0.00, 144.65, 1987.33, 1088.12, 12.00, 12.00
2000/1/1, 0:23:18, 426, 6, 8, 10, 6, 8, 10, 1106.59, 21.56, 58.88, 0.00, 99.08, 2172.99, 3900.70, 1504.61, 1450.67, 2016.63, 1450.67, 0.00, 99.08, 2172.99, 1106.59, 8.00, 8.00
2000/1/1, 0:24:18, 487, 5, 7, 8, 5, 7, 8, 1098.66, 21.46, 58.98, 0.00, -64.29, 2460.97, 4462.67, 1715.35, 1666.57, 2308.41, 1666.57, 0.00, -64.29, 2460.97, 1098.66, 7.00, 7.00
2000/1/1, 0:25:19, 547, 5, 6, 7, 5, 6, 7, 1097.61, 21.37, 59.24, 0.00, 180.07, 2008.59, 5024.09, 1935.70, 1869.35, 2596.94, 1869.35, 0.00, 180.07, 2008.59, 1097.61, 6.00, 6.00
2000/1/1, 0:26:19, 608, 4, 6, 7, 4, 6, 7, 1089.46, 21.30, 59.50, 0.00, 79.18, 2270.69, 5581.35, 2150.93, 2076.39, 2886.07, 2076.39, 0.00, 79.18, 2270.69, 1089.46, 6.00, 6.00
2000/1/1, 0:27:20, 668, 4, 5, 7, 4, 5, 7, 1100.50, 21.27, 59.58, 0.00, 47.54, 2269.51, 6144.26, 2364.59, 2284.81, 3186.33, 2284.81, 0.00, 47.54, 2269.51, 1100.50, 5.00, 5.00
2000/1/1, 0:28:20, 728, 4, 6, 6, 4, 6, 6, 1107.10, 21.27, 59.57, 0.00, -64.32, 2452.33, 6826.47, 2621.17, 2545.06, 3544.47, 2545.06, 0.00, -64.32, 2452.33, 1107.10, 6.00, 6.00
2000/1/1, 0:29:20, 788, 4, 6, 6, 4, 6, 6, 1093.90, 21.29, 59.60, 0.00, 17.99, 2146.87, 7386.00, 2834.68, 2756.08, 3836.66, 2756.08, 0.00, 17.99, 2146.87, 1093.90, 6.00, 6.00
2000/1/1, 0:30:20, 849, 3, 6, 6, 3, 6, 6, 1084.54, 21.30, 59.58, 0.00, 88.54, 1922.31, 7803.96, 2998.54, 2912.33, 4047.78, 2912.33, 0.00, 88.54, 1922.31, 1084.54, 6.00, 6.00
2000/1/1, 0:31:21, 909, 2, 5, 5, 2, 5, 5, 1108.61, 21.30, 59.68, 0.00, 0.98, 2204.47, 8371.02, 3206.61, 3119.50, 4327.46, 3119.50, 0.00, 0.98, 2204.47, 1108.61, 5.00, 5.00
2000/1/1, 0:32:22, 970, 2, 5, 6, 2, 5, 6, 1099.71, 21.32, 59.72, 0.00, 16.30, 1968.53, 8933.52, 3425.11, 3335.67, 4612.20, 3335.67, 0.00, 16.30, 1968.53, 1099.71, 5.00, 5.00
2000/1/1, 0:33:22, 1031, 3, 5, 6, 3, 5, 6, 1096.45, 21.30, 59.85, 0.00, 33.22, 2185.14, 9494.35, 3634.02, 3540.67, 4902.59, 3540.67, 0.00, 33.22, 2185.14, 1096.45, 5.00, 5.00
2000/1/1, 0:34:23, 1091, 2, 4, 5, 2, 4, 5, 1086.53, 21.31, 59.83, 0.00, -92.75, 2487.71, 10050.11, 3843.22, 3757.69, 5192.09, 3757.69, 0.00, -92.75, 2487.71, 1086.53, 4.00, 4.00
2000/1/1, 0:35:23, 1152, 2, 4, 4, 2, 4, 4, 1092.79, 21.33, 59.79, 0.00, -24.29, 2062.94, 10609.07, 4052.04, 3967.94, 5475.96, 3967.94, 0.00, -24.29, 2062.94, 1092.79, 4.00, 4.00
2000/1/1, 0:36:24, 1212, 2, 4, 5, 2, 4, 5, 1087.58, 21.53, 59.73, 0.00, -9.57, 2120.56, 11165.37, 4267.02, 4183.00, 5763.91, 4183.00, 0.00, -9.57, 2120.56, 1087.58, 4.00, 4.00
2000/1/1, 0:37:24, 1273, 2, 4, 4, 2, 4, 4, 1096.81, 21.55, 59.26, 0.00, -61.11, 2405.51, 11726.39, 4481.70, 4402.56, 6052.00, 4402.56, 0.00, -61.11, 2405.51, 1096.81, 4.00, 4.00
2000/1/1, 0:38:24, 1333, 2, 3, 4, 2, 3, 4, 1094.27, 21.47, 59.43, 0.00, 4.81, 1994.23, 12507.36, 4783.13, 4701.23, 6454.70, 4701.23, 0.00, 4.81, 1994.23, 1094.27, 3.00, 3.00
2000/1/1, 0:39:25, 1393, 2, 3, 4, 2, 3, 4, 1093.88, 21.44, 59.43, 0.00, 5.56, 2031.66, 12835.26, 4912.13, 4830.41, 6625.76, 4830.41, 0.00, 5.56, 2031.66, 1093.88, 3.00, 3.00
2000/1/1, 0:40:25, 1454, 1, 3, 5, 1, 3, 5, 1103.83, 21.47, 59.36, 0.00, -55.34, 2112.78, 13399.87, 5132.17, 5054.78, 6922.24, 5054.78, 0.00, -55.34, 2112.78, 1103.83, 3.00, 3.00
2000/1/1, 0:41:26, 1514, 1, 2, 4, 1, 2, 4, 1099.89, 21.50, 59.28, 0.00, -34.04, 2207.96, 13962.46, 5343.30, 5268.26, 7210.96, 5268.26, 0.00, -34.04, 2207.96, 1099.89, 2.00, 2.00
2000/1/1, 0:42:26, 1575, 1, 2, 3, 1, 2, 3, 1094.67, 21.44, 59.45, 0.00, -57.33, 2179.12, 14522.39, 5555.00, 5484.48, 7503.11, 5484.48, 0.00, -57.33, 2179.12, 1094.67, 2.00, 2.00
2000/1/1, 0:43:27, 1635, 1, 2, 2, 1, 2, 2, 1099.89, 21.33, 59.72, 0.00, -92.95, 2125.46, 15084.98, 5762.09, 5699.41, 7784.22, 5699.41, 0.00, -92.95, 2125.46, 1099.89, 2.00, 2.00
2000/1/1, 0:44:28, 1696, 1, 2, 2, 1, 2, 2, 1087.83, 21.27, 59.84, 0.00, -54.34, 2072.86, 15641.41, 5972.26, 5913.81, 8067.74, 5913.81, 0.00, -54.34, 2072.86, 1087.83, 2.00, 2.00
2000/1/1, 0:45:28, 1757, 1, 2, 2, 1, 2, 2, 1096.74, 21.25, 59.94, 0.00, -34.24, 2075.41, 16202.39, 6185.04, 6128.96, 8363.19, 6128.96, 0.00, -34.24, 2075.41, 1096.74, 2.00, 2.00
2000/1/1, 0:46:29, 1817, 1, 2, 3, 1, 2, 3, 1096.67, 21.28, 59.92, 0.00, 201.36, 1633.31, 16763.33, 6409.61, 6333.98, 8648.43, 6333.98, 0.00, 201.36, 1633.31, 1096.67, 2.00, 2.00
2000/1/1, 0:47:29, 1878, 2, 3, 4, 2, 3, 4, 1102.57, 21.34, 59.77, 0.00, 0.78, 2073.56, 17327.30, 6621.39, 6544.87, 8939.39, 6544.87, 0.00, 0.78, 2073.56, 1102.57, 3.00, 3.00
2000/1/1, 0:48:29, 1938, 1, 3, 4, 1, 3, 4, 1096.37, 21.30, 59.84, 0.00, 11.91, 2282.18, 18215.02, 6963.00, 6883.11, 9411.92, 6883.11, 0.00, 11.91, 2282.18, 1096.37, 3.00, 3.00
2000/1/1, 0:49:30, 1998, 1, 2, 2, 1, 2, 2, 1079.29, 21.28, 59.86, 0.00, 74.41, 2164.63, 18429.76, 7045.81, 6959.67, 9519.04, 6959.67, 0.00, 74.41, 2164.63, 1079.29, 2.00, 2.00
2000/1/1, 0:50:30, 2058, 1, 2, 3, 1, 2, 3, 1083.94, 21.24, 59.99, 0.00, -1.88, 2241.23, 19331.92, 7389.21, 7300.79, 9991.83, 7300.79, 0.00, -1.88, 2241.23, 1083.94, 2.00, 2.00
2000/1/1, 0:51:30, 2118, 1, 2, 3, 1, 2, 3, 1101.79, 21.23, 60.09, 0.00, 16.37, 2248.42, 19895.49, 7602.11, 7511.36, 10274.21, 7511.36, 0.00, 16.37, 2248.42, 1101.79, 2.00, 2.00
2000/1/1, 0:52:30, 2178, 1, 2, 4, 1, 2, 4, 1105.33, 21.24, 60.04, 0.00, 10.89, 2131.69, 20460.87, 7813.94, 7721.36, 10558.25, 7721.36, 0.00, 10.89, 2131.69, 1105.33, 2.00, 2.00
2000/1/1, 0:53:30, 2239, 1, 2, 3, 1, 2, 3, 1083.52, 21.26, 59.96, 0.00, -41.80, 2009.91, 20636.19, 7880.69, 7792.89, 10648.87, 7792.89, 0.00, -41.80, 2009.91, 1083.52, 2.00, 2.00
2000/1/1, 0:54:30, 2299, 1, 1, 2, 1, 1, 2, 1093.68, 21.26, 59.90, 0.00, 129.30, 2073.19, 21584.96, 8249.94, 8147.64, 11135.64, 8147.64, 0.00, 129.30, 2073.19, 1093.68, 1.00, 1.00
2000/1/1, 0:55:30, 2359, 1, 2, 3, 1, 2, 3, 1092.72, 21.21, 60.01, 0.00, 54.28, 1970.41, 22143.89, 8459.64, 8351.47, 11421.75, 8351.47, 0.00, 54.28, 1970.41, 1092.72, 2.00, 2.00
2000/1/1, 0:56:30, 2419, 1, 2, 3, 1, 2, 3, 1087.52, 21.22, 59.94, 0.00, -58.65, 2316.80, 22700.15, 8668.72, 8565.19, 11710.77, 8565.19, 0.00, -58.65, 2316.80, 1087.52, 2.00, 2.00
2000/1/1, 0:57:31, 2479, 1, 3, 3, 1, 3, 3, 1096.92, 21.23, 59.84, 0.00, 33.02, 1956.13, 22840.85, 8724.26, 8618.76, 11774.09, 8618.76, 0.00, 33.02, 1956.13, 1096.92, 3.00, 3.00
2000/1/1, 0:58:31, 2539, 1, 2, 2, 1, 2, 2, 1091.50, 21.21, 59.86, 0.00, 127.47, 1913.93, 23830.11, 9101.98, 8981.81, 12277.64, 8981.81, 0.00, 127.47, 1913.93, 1091.50, 2.00, 2.00
2000/1/1, 0:59:31, 2599, 0, 1, 2, 0, 1, 2, 1094.08, 21.21, 59.80, 0.00, 22.65, 1994.53, 24389.74, 9320.83, 9197.74, 12563.77, 9197.74, 0.00, 22.65, 1994.53, 1094.08, 1.00, 1.00
2000/1/1, 1:0:31, 2660, 1, 2, 4, 1, 2, 4, 1089.18, 21.20, 59.80, 0.00, -3.30, 2303.74, 24946.85, 9531.51, 9407.91, 12860.75, 9407.91, 0.00, -3.30, 2303.74, 1089.18, 2.00, 2.00
2000/1/1, 1:1:32, 2720, 1, 1, 1, 1, 1, 1, 1111.07, 21.22, 59.71, 0.00, -1.41, 2156.55, 25053.19, 9573.74, 9451.74, 12913.96, 9451.74, 0.00, -1.41, 2156.55, 1111.07, 1.00, 1.00
2000/1/1, 1:2:32, 2780, 1, 1, 2, 1, 1, 2, 1103.01, 21.19, 59.75, 0.00, 39.68, 2139.32, 26090.08, 9972.43, 9843.62, 13445.89, 9843.62, 0.00, 39.68, 2139.32, 1103.01, 1.00, 1.00
2000/1/1, 1:3:32, 2840, 1, 2, 2, 1, 2, 2, 1097.95, 21.17, 59.84, 0.00, 24.48, 1841.04, 26651.68, 10184.96, 10053.06, 13738.08, 10053.06, 0.00, 24.48, 1841.04, 1097.95, 2.00, 2.00
2000/1/1, 1:4:32, 2901, 1, 2, 3, 1, 2, 3, 1088.27, 21.15, 59.84, 0.00, -33.85, 2179.45, 26714.78, 10213.24, 10086.11, 13778.48, 10086.11, 0.00, -33.85, 2179.45, 1088.27, 2.00, 2.00
2000/1/1, 1:5:32, 2961, 1, 2, 3, 1, 2, 3, 1086.70, 21.09, 60.06, 0.00, -50.74, 2343.25, 27774.68, 10615.68, 10490.06, 14330.68, 10490.06, 0.00, -50.74, 2343.25, 1086.70, 2.00, 2.00
2000/1/1, 1:6:32, 3021, 0, 1, 1, 0, 1, 1, 1092.94, 21.09, 60.14, 0.00, -152.11, 2404.94, 28333.72, 10826.28, 10714.00, 14622.89, 10714.00, 0.00, -152.11, 2404.94, 1092.94, 1.00, 1.00
2000/1/1, 1:7:32, 3081, 0, 1, 1, 0, 1, 1, 1108.10, 21.15, 59.94, 0.00, -48.71, 2138.23, 28900.51, 11030.15, 10921.58, 14904.55, 10921.58, 0.00, -48.71, 2138.23, 1108.10, 1.00, 1.00
2000/1/1, 1:8:33, 3141, 1, 1, 2, 1, 1, 2, 1107.35, 21.18, 59.79, 0.00, -34.24, 2002.25, 28931.72, 11032.43, 10928.24, 14913.83, 10928.24, 0.00, -34.24, 2002.25, 1107.35, 1.00, 1.00
2000/1/1, 1:9:33, 3201, 1, 1, 1, 1, 1, 1, 1107.58, 21.17, 59.80, 0.00, -0.26, 2133.85, 30044.13, 11450.40, 11343.45, 15485.17, 11343.45, 0.00, -0.26, 2133.85, 1107.58, 1.00, 1.00
2000/1/1, 1:10:33, 3262, 0, 2, 2, 0, 2, 2, 1089.35, 21.11, 59.99, 0.00, -55.73, 2343.49, 30044.96, 11443.09, 11342.50, 15480.85, 11342.50, 0.00, -55.73, 2343.49, 1089.35, 2.00, 2.00
2000/1/1, 1:11:33, 3322, 1, 2, 2, 1, 2, 2, 1108.98, 21.13, 59.90, 0.00, 180.80, 1941.81, 31179.09, 11885.08, 11764.94, 16060.74, 11764.94, 0.00, 180.80, 1941.81, 1108.98, 2.00, 2.00
2000/1/1, 1:12:33, 3382, 0, 1, 2, 0, 1, 2, 1092.83, 21.15, 59.79, 0.00, 115.51, 2149.26, 31738.08, 12105.42, 11973.72, 16358.51, 11973.72, 0.00, 115.51, 2149.26, 1092.83, 1.00, 1.00
2000/1/1, 1:13:34, 3442, 1, 2, 3, 1, 2, 3, 1087.18, 21.12, 59.84, 0.00, 94.51, 2182.31, 31706.43, 12094.76, 11955.89, 16346.57, 11955.89, 0.00, 94.51, 2182.31, 1087.18, 2.00, 2.00
2000/1/1, 1:14:34, 3502, 1, 1, 2, 1, 1, 2, 1089.69, 21.09, 59.91, 0.00, 78.21, 2137.76, 32862.04, 12544.00, 12394.42, 16945.09, 12394.42, 0.00, 78.21, 2137.76, 1089.69, 1.00, 1.00
2000/1/1, 1:15:34, 3562, 1, 2, 2, 1, 2, 2, 1093.01, 21.04, 59.97, 0.00, 139.23, 2012.07, 33421.11, 12761.04, 12597.68, 17235.72, 12597.68, 0.00, 139.23, 2012.07, 1093.01, 2.00, 2.00
2000/1/1, 1:16:35, 3623, 1, 2, 3, 1, 2, 3, 1088.48, 21.06, 59.90, 0.00, 108.63, 1860.28, 33358.96, 12740.91, 12569.65, 17203.37, 12569.65, 0.00, 108.63, 1860.28, 1088.48, 2.00, 2.00
2000/1/1, 1:17:35, 3683, 1, 1, 2, 1, 1, 2, 1097.99, 21.07, 59.86, 0.00, 10.49, 2067.34, 34550.00, 13189.74, 13013.45, 17812.72, 13013.45, 0.00, 10.49, 2067.34, 1097.99, 1.00, 1.00
2000/1/1, 1:18:35, 3743, 1, 2, 2, 1, 2, 2, 1096.26, 21.07, 59.81, 0.00, 40.50, 2347.99, 35110.73, 13397.26, 13216.40, 18105.40, 13216.40, 0.00, 40.50, 2347.99, 1096.26, 2.00, 2.00
2000/1/1, 1:19:35, 3803, 0, 2, 2, 0, 2, 2, 1105.81, 21.08, 59.74, 0.00, 37.45, 2253.02, 35676.36, 13610.57, 13425.40, 18395.94, 13425.40, 0.00, 37.45, 2253.02, 1105.81, 2.00, 2.00
2000/1/1, 1:20:35, 3864, 1, 2, 3, 1, 2, 3, 1088.05, 21.08, 59.66, 0.00, -38.42, 2041.22, 35572.22, 13569.37, 13390.39, 18339.39, 13390.39, 0.00, -38.42, 2041.22, 1088.05, 2.00, 2.00
2000/1/1, 1:21:35, 3924, 1, 2, 2, 1, 2, 2, 1079.84, 21.04, 59.73, 0.00, 83.88, 1915.18, 36795.73, 14044.68, 13853.70, 18968.21, 13853.70, 0.00, 83.88, 1915.18, 1079.84, 2.00, 2.00
2000/1/1, 1:22:36, 3984, 1, 1, 2, 1, 1, 2, 1080.05, 21.07, 59.69, 0.00, 25.26, 2245.31, 36666.78, 14002.83, 13812.22, 18907.05, 13812.22, 0.00, 25.26, 2245.31, 1080.05, 1.00, 1.00
2000/1/1, 1:23:36, 4044, 1, 2, 3, 1, 2, 3, 1087.70, 21.11, 59.52, 0.00, 47.19, 2075.59, 37914.96, 14476.02, 14276.60, 19553.68, 14276.60, 0.00, 47.19, 2075.59, 1087.70, 2.00, 2.00
2000/1/1, 1:24:36, 4104, 1, 3, 4, 1, 3, 4, 1105.22, 21.07, 59.59, 0.00, -46.28, 2227.04, 38480.28, 14681.11, 14485.19, 19834.55, 14485.19, 0.00, -46.28, 2227.04, 1105.22, 3.00, 3.00
2000/1/1, 1:25:36, 4164, 1, 2, 3, 1, 2, 3, 1093.71, 21.02, 59.70, 0.00, 86.92, 1939.36, 39039.72, 14900.08, 14695.25, 20119.04, 14695.25, 0.00, 86.92, 1939.36, 1093.71, 2.00, 2.00
2000/1/1, 1:26:36, 4225, 1, 3, 3, 1, 3, 3, 1085.04, 21.02, 59.64, 0.00, -16.93, 2148.36, 38871.76, 14835.67, 14635.39, 20028.19, 14635.39, 0.00, -16.93, 2148.36, 1085.04, 3.00, 3.00
2000/1/1, 1:27:36, 4285, 2, 3, 4, 2, 3, 4, 1099.10, 21.06, 59.46, 0.00, 27.32, 2309.04, 40167.38, 15330.53, 15123.11, 20700.40, 15123.11, 0.00, 27.32, 2309.04, 1099.10, 3.00, 3.00
2000/1/1, 1:28:36, 4345, 2, 2, 3, 2, 2, 3, 1092.72, 21.10, 59.30, 0.00, 46.98, 2214.57, 40726.30, 15542.70, 15330.09, 20985.75, 15330.09, 0.00, 46.98, 2214.57, 1092.72, 2.00, 2.00
2000/1/1, 1:29:36, 4405, 1, 2, 2, 1, 2, 2, 1092.20, 21.07, 59.34, 0.00, 123.62, 1914.29, 41284.96, 15762.30, 15537.38, 21276.87, 15537.38, 0.00, 123.62, 1914.29, 1092.20, 2.00, 2.00
2000/1/1, 1:30:37, 4465, 1, 2, 2, 1, 2, 2, 1096.38, 21.06, 59.34, 0.00, 7.55, 2209.74, 41081.22, 15680.06, 15457.78, 21173.65, 15457.78, 0.00, 7.55, 2209.74, 1096.38, 2.00, 2.00
2000/1/1, 1:31:37, 4525, 2, 3, 4, 2, 3, 4, 1102.53, 21.05, 59.34, 0.00, 33.20, 1984.55, 42420.28, 16196.30, 15965.92, 21866.21, 15965.92, 0.00, 33.20, 1984.55, 1102.53, 3.00, 3.00
2000/1/1, 1:32:37, 4586, 1, 3, 3, 1, 3, 3, 1101.64, 21.11, 59.29, 0.00, 116.12, 2075.05, 42983.77, 16412.28, 16170.28, 22151.89, 16170.28, 0.00, 116.12, 2075.05, 1101.64, 3.00, 3.00
2000/1/1, 1:33:38, 4646, 1, 3, 5, 1, 3, 5, 1089.17, 21.18, 59.12, 0.00, -50.16, 2197.39, 42744.89, 16318.54, 16084.87, 22038.65, 16084.87, 0.00, -50.16, 2197.39, 1089.17, 3.00, 3.00
2000/1/1, 1:34:38, 4706, 2, 2, 4, 2, 2, 4, 1092.57, 21.24, 58.92, 0.00, 110.04, 2270.75, 44110.25, 16843.70, 16594.57, 22752.58, 16594.57, 0.00, 110.04, 2270.75, 1092.57, 2.00, 2.00
2000/1/1, 1:35:38, 4767, 1, 3, 3, 1, 3, 3, 1094.35, 21.33, 58.62, 0.00, -4.99, 2176.64, 43853.15, 16746.80, 16501.93, 22621.93, 16501.93, 0.00, -4.99, 2176.64, 1094.35, 3.00, 3.00
2000/1/1, 1:36:38, 4827, 2, 4, 4, 2, 4, 4, 1087.55, 21.41, 58.29, 0.00, 85.91, 1943.79, 45236.85, 17268.00, 17009.70, 23333.72, 17009.70, 0.00, 85.91, 1943.79, 1087.55, 4.00, 4.00
2000/1/1, 1:37:39, 4887, 2, 3, 4, 2, 3, 4, 1082.62, 21.44, 58.16, 0.00, -41.80, 2251.89, 44952.89, 17161.98, 16911.54, 23188.00, 16911.54, 0.00, -41.80, 2251.89, 1082.62, 3.00, 3.00
2000/1/1, 1:38:39, 4947, 2, 3, 5, 2, 3, 5, 1098.47, 21.47, 58.07, 0.00, 58.54, 1829.51, 46362.93, 17693.32, 17431.89, 23905.09, 17431.89, 0.00, 58.54, 1829.51, 1098.47, 3.00, 3.00
2000/1/1, 1:39:39, 5007, 2, 4, 4, 2, 4, 4, 1088.03, 21.50, 57.97, 0.00, 73.75, 2109.88, 46919.45, 17912.98, 17643.87, 24200.09, 17643.87, 0.00, 73.75, 2109.88, 1088.03, 4.00, 4.00
2000/1/1, 1:40:39, 5068, 2, 3, 3, 2, 3, 3, 1103.36, 21.54, 57.87, 0.00, -52.95, 2272.28, 46614.95, 17790.39, 17530.37, 24039.55, 17530.37, 0.00, -52.95, 2272.28, 1103.36, 3.00, 3.00
2000/1/1, 1:41:39, 5128, 2, 2, 2, 2, 2, 2, 1092.53, 21.56, 57.74, 0.00, 34.01, 2084.53, 48053.30, 18335.94, 18067.04, 24781.55, 18067.04, 0.00, 34.01, 2084.53, 1092.53, 2.00, 2.00
2000/1/1, 1:42:39, 5188, 2, 2, 3, 2, 2, 3, 1096.48, 21.58, 57.61, 0.00, 152.82, 1995.44, 48614.15, 18559.25, 18275.30, 25069.19, 18275.30, 0.00, 152.82, 1995.44, 1096.48, 2.00, 2.00
2000/1/1, 1:43:40, 5248, 2, 2, 2, 2, 2, 2, 1097.28, 21.58, 57.54, 0.00, -2.01, 2070.79, 48275.15, 18423.81, 18144.50, 24893.31, 18144.50, 0.00, -2.01, 2070.79, 1097.28, 2.00, 2.00
2000/1/1, 1:44:40, 5308, 2, 3, 4, 2, 3, 4, 1096.66, 21.57, 57.52, 0.00, 9.48, 2392.03, 49746.95, 18989.55, 18703.26, 25650.06, 18703.26, 0.00, 9.48, 2392.03, 1096.66, 3.00, 3.00
2000/1/1, 1:45:40, 5368, 2, 3, 3, 2, 3, 3, 1089.95, 21.57, 57.45, 0.00, -53.38, 2006.96, 50304.45, 19204.55, 18922.42, 25937.15, 18922.42, 0.00, -53.38, 2006.96, 1089.95, 3.00, 3.00
2000/1/1, 1:46:41, 5429, 1, 4, 4, 1, 4, 4, 1098.87, 21.57, 57.41, 0.00, 227.43, 1796.12, 49934.96, 19074.43, 18775.54, 25743.95, 18775.54, 0.00, 227.43, 1796.12, 1098.87, 4.00, 4.00
2000/1/1, 1:47:41, 5489, 2, 3, 4, 2, 3, 4, 1101.50, 21.57, 57.14, 0.00, 24.68, 2051.04, 51440.55, 19639.87, 19332.23, 26514.49, 19332.23, 0.00, 24.68, 2051.04, 1101.50, 3.00, 3.00
2000/1/1, 1:48:41, 5549, 1, 2, 2, 1, 2, 2, 1102.90, 21.52, 56.54, 0.00, -48.10, 2308.07, 52004.68, 19857.25, 19553.26, 26809.23, 19553.26, 0.00, -48.10, 2308.07, 1102.90, 2.00, 2.00
